"ID"	"RT"	"MZ"	"Metabolite name"	"MSMS"	"LabeledID"	"ExchangeNumber"
1264	0.96	226.1801	"Unknown"	"50.54852:2033 57.07029:2913 67.05432:25693 69.07008:4932 70.06525:2649 71.04918:3129 72.04465:2200 72.08068:10946 79.05423:8950 81.06988:90842 83.04913:4719 83.08551:15489 85.06459:3371 91.0544:7958 93.06986:24468 95.04932:3065 95.08555:75038 96.08092:17593 97.06464:12812 97.08433:3813 97.10094:5063 99.0434:2026 99.08032:4878 100.11229:7413 105.07001:2369 107.08559:56679 109.06491:4524 109.1011:18021 110.61064:2058 111.08038:13938 114.09113:21429 119.08559:2573 121.1009:16046 123.08083:3096 125.09592:9116 127.07533:3314 128.10667:3453 131.0856:33662 133.10101:3785 135.08002:3351 135.1163:7823 139.12257:7448 140.10637:3251 145.10126:4265 147.1167:18335 149.09641:2974 149.13255:23758 155.12601:3944 163.14819:63898 173.13251:145827 180.17426:31136 181.15858:11458 183.14848:16308 190.16193:2585 191.14302:48341 198.18507:5281 208.14137:9122 208.16968:14418 209.15334:65418 209.18524:15893 214.20541:6768 214.22923:5980 226.17932:113927 226.19943:122297 226.21747:58254"	"2042"	"2"
1265	1.25	226.1801	"Unknown"	"55.05448:29852 57.03379:4964 57.07011:59936 58.0654:6436 59.04941:4155 67.0543:80811 69.06991:64212 69.0736:4212 70.06525:6451 71.04915:30255 71.08556:52299 72.04456:5430 72.08086:29884 79.0542:24990 81.06986:276912 82.06506:4989 83.04926:13070 83.08547:263740 84.08111:6435 85.06474:48847 85.10107:20093 86.06006:33749 86.09644:6938 91.05447:12179 93.06991:82295 93.07597:5800 95.08546:236743 96.08087:36818 97.06485:74329 97.10111:161542 98.09634:4564 99.08057:26731 100.07568:66365 100.11212:6874 105.07004:4080 107.08549:176817 109.06516:5619 109.10117:58946 110.09644:43741 111.08038:98039 111.11687:15072 114.09131:84658 117.07:6068 119.08547:4035 121.1011:152590 123.11668:48215 124.11209:90385 125.09587:48400 126.09124:3536 127.07501:5447 128.1068:46221 131.08542:40497 133.10088:3741 135.11708:45494 137.1321:5617 138.12767:70217 139.11163:16227 139.12288:5688 139.14819:22534 142.12279:36142 145.10123:6424 147.1169:18875 149.13255:34391 154.12283:4578 156.13832:4493 156.17505:11056 163.14798:647294 173.13237:211409 173.14964:5044 180.17456:1143546 181.15849:309319 183.14839:22554 190.15901:69388 191.14293:55135 198.18515:335993 208.16943:122966 208.19035:5782 209.15408:58119 209.18369:15538 226.17982:3338360"	"2041"	"2"
1266	7.46	226.9514	"Unknown"	"58.00028:9549 60.2125:10192 60.42575:8530 65.17023:9361 72.43532:8841 90.97665:6255534 158.9641:1049221 191.49481:10136 204.17941:9587 222.63084:11131 224.19241:10261"	"2073"	"3"
1267	6.8	227.0863	"Unknown"	"59.69177:2725 68.04021:2458 69.35387:2279 73.69878:2002 74.93971:2019 74.94553:2288 83.02167:12054 83.74955:2194 85.98196:2390 95.02177:3490 104.42837:2070 112.04816:128836 112.85555:2057 138.02744:102081 155.05403:64824 167.05403:708294 184.08028:3454 209.16579:2753 210.05933:13941 210.18692:4973 227.08641:1062614 227.17421:23420 227.21799:12932"	NA	NA
1269	9.42	227.1138	"Carnosine_[M+H]+_CQOVPNPJLQNMDC-ZETCQYMHSA-N"	"54.39312:2733 59.94571:2641 82.05357:5162 85.46485:2556 95.06035:25618 110.0713:917664 112.08694:5032 115.39721:3703 122.07137:81059 138.06621:86789 152.08192:100210 154.06107:15165 156.07681:1138934 164.06612:6253 164.08195:170380 166.09735:3908 180.0629:3646 180.07683:237238 181.10841:390695 182.09261:6224 192.0768:79023 198.08728:79312 209.10344:161076 210.08742:1169773 227.114:890748 227.21924:14396"	"2118;2134"	"5;6"
1276	0.93	227.2005	"Unknown"	"51.25112:2187 52.42634:2382 55.05463:9767 57.03373:16662 57.07005:27231 59.04929:5267 67.05424:4597 69.03343:4193 69.06995:172281 71.04916:10668 71.08556:14261 73.06485:10735 76.1376:2324 79.05419:4835 81.06985:60812 83.08029:3907 83.08554:84971 85.06479:83203 85.10134:3622 87.08041:10578 93.07009:15037 95.08553:227824 97.10126:36402 99.08049:67877 107.08546:79041 109.10121:236732 111.0806:13683 111.11676:50051 113.09595:21655 114.96107:2393 115.07371:2671 117.00784:2312 121.10122:178229 123.11684:175511 125.05994:9900 125.09634:34396 125.13221:16507 127.11151:45880 135.11678:163195 137.13214:15769 139.11191:35757 141.12746:20779 149.13248:222665 151.14809:439089 153.05446:14979 153.09079:3869 153.12756:25440 163.14766:9437 165.16393:35240 167.10687:2922 167.14301:48186 191.17938:471535 209.16757:6975 209.18892:36537 210.18568:5311 215.19836:14870 215.62198:2725 227.12784:3445 227.17569:70228 227.20081:151782 227.22417:5333 227.24237:4886"	NA	NA
1279	5.7	228.0977	"2'-Deoxycytidine _[M+H]+_CKTSBUTUHBMZGZ-SHYZEUOFSA-N"	"51.83572:2074 53.92445:1935 61.78446:2022 72.081:2377 81.06995:2521 83.08582:7759 95.08562:11771 97.10123:3526 99.04424:2398 109.10139:9570 112.05059:862213 117.05462:21581 135.11636:2555 141.00023:8199 152.84331:2356 170.02693:4181 172.04343:8276 175.14839:17966 193.15909:11067 207.1581:2166 211.16995:3515 215.20064:4206 215.22476:8275 220.88129:2149 228.1053:3806 228.17679:3967 228.20703:5637 228.23163:29951"	"2132"	"5"
1280	1.04	228.1958	"Unknown"	"55.05445:189935 57.03375:55539 57.07017:60391 67.05434:374230 69.06995:476064 71.04913:197842 71.0532:14180 71.08558:14930 73.06456:12067 79.05417:52800 81.06987:809410 83.04037:8030 83.0491:59398 83.08549:1221382 85.0647:184550 91.05428:68265 93.06982:212198 95.08546:2059064 97.06483:295049 97.10117:984566 99.08051:105476 101.05956:56267 105.06992:157608 105.3695:8280 107.07804:8557 107.08548:176279 109.06477:30220 109.10114:1701566 111.0804:431192 111.08916:12358 111.11684:226171 113.05959:13237 113.09639:56850 115.07546:160410 119.08544:475718 121.10129:175792 123.08049:168515 123.11676:226000 125.0961:147607 127.07546:73825 127.1116:55977 129.09106:216065 133.10109:611747 135.11688:212998 137.09607:357075 137.13219:8618 141.0909:136723 141.77005:8895 143.10727:29150 147.11674:369712 149.13254:257818 151.11163:183568 151.14804:515277 151.16183:19235 155.10629:141186 163.14764:12557 165.12703:39783 165.16345:90145 169.12303:33788 169.21561:8510 175.14807:3250468 183.17281:13371 193.15868:1934518 210.18504:159391 211.16922:777367 211.1929:12697 216.70984:35166 228.10202:11111 228.1958:1074829 228.23523:32917"	"2084;2105"	"2;3"
1281	0.96	228.1958	"Unknown"	"55.0545:31260 56.53842:2365 57.03373:4412 57.07016:16658 60.04463:12341 65.54391:2184 67.05431:59831 69.06992:82214 71.04922:34178 71.08552:4993 79.05427:5926 81.06987:121808 82.27229:2549 83.04925:4691 83.08551:201685 85.06474:33038 91.05423:10007 93.06993:42447 94.22457:2783 95.08552:334704 96.08902:3444 97.06487:48226 97.1012:162032 99.04403:3461 99.08055:17030 101.05978:10278 105.06992:26594 107.08561:35438 108.08829:3671 109.06477:10769 109.1012:285659 110.1045:3345 111.0804:68121 111.11678:36601 113.05966:9341 113.09613:5472 115.07531:27249 119.08553:77846 121.10123:30634 123.08049:29630 123.11692:45466 125.09593:21773 127.07535:10912 127.11141:9699 129.09093:36394 133.1011:93071 135.08057:14887 135.11678:43024 136.12042:3037 137.09608:59888 141.0005:4828 141.09131:17968 143.10669:3482 147.11688:62124 149.13264:48389 150.13612:4744 151.11179:31989 151.14827:82539 152.15147:3729 153.09018:2540 155.10641:19963 163.14616:2807 165.12799:9718 165.16373:14782 169.12201:2623 170.02681:4897 172.04269:8908 173.13229:3328 174.13557:2925 175.11243:11925 175.14821:559736 192.18275:5729 193.12523:44692 193.15875:305237 210.18515:26214 211.13521:26145 211.16951:112327 221.57281:3500 228.196:159486 228.23242:366400"	"2084;2105"	"2;3"
1283	1.72	228.2321	"Unknown"	"55.05451:3155 67.05433:2512 67.48057:2179 69.07006:4160 71.04922:3886 81.06985:14609 83.08562:16958 87.83424:2647 88.07567:10316 89.08412:2106 93.06979:2735 95.08563:27469 97.06487:5127 97.10126:17348 109.10102:26324 111.08064:8175 111.11568:2537 119.08623:4382 121.26163:2688 123.11676:2938 133.10139:9129 135.11676:4187 137.09616:3747 141.00037:5323 147.11624:3511 151.14754:4688 158.02678:2574 170.02663:5575 175.14824:44030 193.15863:27415 208.68431:2590 210.07646:4585 211.16899:9840 219.31627:2584 228.23224:1950201"	NA	NA
1285	1.65	228.2686	"Unknown"	"55.05473:2658 58.0636:2917 58.0664:4289 60.08111:4409 67.05425:3175 69.06992:3705 81.06983:13286 83.08552:20478 87.52402:2097 95.0855:28058 97.1011:11790 97.49045:2480 101.05139:2718 109.10136:28005 111.08044:3524 119.08537:3915 123.11705:3549 133.10135:3462 135.11661:3656 137.09584:3549 141.00006:5153 147.11708:3630 149.13301:3756 151.11203:4120 151.14801:4432 154.03398:2241 170.02724:5264 172.04208:5728 175.14807:51975 182.08057:4139 193.15889:34612 210.07623:42188 211.16866:14037 228.26862:2763157"	NA	NA
1289	7.5	229.1544	"Unknown"	"60.08113:2797 65.00332:2254 69.71342:2233 70.06553:3090 90.97678:8310 92.98116:3443 111.98255:2441 113.67172:2370 123.89217:2344 123.95093:2492 130.15918:2626 131.97597:2269 137.44803:2319 142.08638:25432 148.73521:2010 151.08685:2570 170.07954:2632 215.93156:10799 229.15477:1210322"	NA	NA
1290	7.07	229.1546	"Pro-Leu"	"60.08102:10383 62.97802:2145 70.06525:4697 87.45676:2720 124.0757:3398 130.15916:2886 141.21799:2347 142.08629:36671 145.02603:2234 155.44432:2253 170.08182:5162 193.09619:3396 217.27484:5089 229.1548:1783638"	"2082"	"1"
1291	1.32	229.1547	"Unknown"	"53.03948:4383 57.07015:4893 58.18186:3448 59.04949:3774 61.02864:4952 61.03984:155548 67.05457:4807 81.07011:30485 83.08566:4476 89.03427:8330 91.0544:7684 93.06989:149151 95.04914:23657 95.08564:19205 97.06473:5552 99.0024:4095 99.05505:7834 105.07001:4803 107.08546:1295825 109.06464:12318 109.10121:94674 110.09703:5699 111.08051:4480 123.11675:3349717 125.09573:19699 127.11186:16075 130.15921:15499 133.1011:319375 136.07593:4172 137.09589:4152 142.15932:19293 150.12709:28062 151.07529:17109 151.11166:1118208 153.10223:19545 154.12318:27823 168.13832:111109 168.37996:3380 169.08888:40407 169.12224:1528274 176.10614:25891 176.15135:4886 186.14885:46420 193.13379:109116 194.11754:95676 211.1441:288075 211.18025:11686 212.12859:14161 212.16467:100012 229.15489:115778 229.19153:128772 229.23093:14549 229.27129:15733"	NA	NA
1294	7.62	230.0958	"Ergothioneine_[M+H]+_SSISHJJTAXXQAX-ZETCQYMHSA-N"	"50.82004:2551 51.5472:3030 60.08102:467472 63.04198:2802 81.79035:2784 86.00618:5901 100.0216:4483 127.03248:992652 138.97594:3433 143.02771:6824 171.02248:20208 179.27264:2877 186.106:1588377 212.08548:5789 230.09599:963773 230.13994:79682 230.24792:23587"	NA	NA
1298	4.49	230.144	"Unknown"	"58.06545:4546 59.14077:2744 90.00325:3417 114.0662:1046097 117.085:1080488 188.05205:3340 221.55089:4816 230.14001:357172 230.24802:135093"	"2171;2158"	"7;5"
1300	1.3	230.1751	"Unknown"	"57.07033:2623 58.06558:3721 62.9377:2354 67.05465:11355 69.07028:10999 71.04957:4624 81.06998:18116 83.08555:24261 85.06498:4505 86.06006:3031 93.07001:18292 94.86805:2194 95.08552:13340 97.0649:13151 97.10162:3057 100.076:10313 107.0855:9608 109.10146:3508 111.08057:15472 114.09167:9042 121.10155:9822 123.11681:3263 125.0959:4917 125.13263:4324 128.10735:3325 133.10159:2271 135.11629:8495 142.54724:2532 149.1219:3478 149.13261:121561 159.11703:20542 166.15907:137014 167.14299:78484 176.14259:3675 177.12767:24462 184.16959:95478 194.15434:41465 195.13776:16841 195.91628:2933 212.16452:1833475 213.14804:37061 230.14006:334641 230.24791:87436 230.27036:2048 230.27446:2526"	NA	NA
1302	1.76	230.2478	"Unknown"	"57.07013:90657 58.06538:1768035 61.05066:18430 62.06023:342264 65.56171:15107 67.24879:14894 71.08554:60970 85.10094:23242 123.60932:14087 160.60965:16637 212.23766:260028 223.66859:16567 230.14142:349850 230.24783:16234274"	"2108"	"1"
1303	1.34	230.2479	"Unknown"	"57.07033:218616 58.06538:6883365 62.06026:1128230 69.06993:48854 71.08561:286219 85.10105:183081 85.10633:37472 212.23737:993367 213.24519:38935 230.14067:2493080 230.24788:58404324"	"2109"	"1"
1307	7.74	231.1702	"Unknown"	"54.74422:4660 57.07006:10957 60.08076:7219 72.08065:8807 77.03922:4650 84.08035:5182 101.36102:3917 101.70502:4178 122.83541:4132 126.09136:17065 130.08624:22643 141.00064:153716 145.22006:6483 158.0271:420672 172.09663:16308 214.08961:420421 231.17038:864849"	"2142"	"2"
1310	1.09	232.1543	"N-cyano-N'-(1,1-dimethylpropyl)-N''-3-pyridinyl-guanidine_[M+H]+_HKZNADVVGXKQDL-UHFFFAOYSA-N"	"57.75655:4130 63.04438:8323 63.6641:3858 79.16479:4463 83.08549:55684 88.03934:304534 89.05972:1193196 107.07026:3609296 115.34599:4290 125.08103:5595 126.09193:4547 130.08615:8350 131.88768:4279 142.00439:9011 142.86729:3823 144.10208:15661 148.09744:5343 158.02701:26206 159.03091:30941 170.11755:1208725 187.15118:6289 215.09314:72344 215.99113:21448 232.13045:6926 232.15451:161497 232.17613:5619"	"2148;2157"	"2;3"
1311	5.6	232.1543	"Isobutyryl-L-carnitine"	"53.30077:15800 54.41753:11742 60.08105:999018 71.04925:104385 85.02846:5555950 88.19046:14454 112.67913:12873 116.28119:13199 144.10208:118847 159.02942:22531 173.08093:2569894 215.09291:58383 218.7984:18376 218.8183:21764 232.15451:8468273"	"2137"	"1"
1314	10.2	232.9286	"Unknown"	"59.56453:1909 87.59573:2285 109.35899:2097 138.05611:2194 139.7462:2066 142.99652:3657 148.72186:2204 160.02229:18833 194.91188:2409 199.67221:2095 212.92172:2909 216.08505:20003 233.09396:2530"	NA	NA
1315	1.22	233.005	"Unknown"	"51.33363:2176 68.88089:2425 95.13457:2104 95.6722:2385 97.76749:2002 101.0597:9669 104.27814:2174 115.07622:2834 142.99593:5076 159.03069:2133 160.02237:22016 162.12752:14502 188.14467:4180 191.15393:10579 192.17499:3781 215.14214:2527 215.9785:589879 216.08363:21219 233.15686:3772 233.2016:67026"	NA	NA
1319	4.49	233.1627	"Unknown"	"62.83457:23782 117.08501:14889261 150.69688:21524 162.12741:28257 233.20175:116151"	"2171;2158"	"4;2"
1320	0.97	233.1747	"Unknown"	"53.00256:3455 55.0547:3053 57.03376:730368 57.07017:15322 59.04938:203273 60.70211:2744 61.7402:2616 69.06991:5396 71.08567:17115 79.377:2566 81.06989:34226 82.28833:2733 85.10115:4739 88.79319:2488 89.05962:18084 95.08584:4058 97.06458:5873 99.08047:81877 99.72016:2628 100.07553:4744 101.09616:4510 107.07024:4765 111.36045:2491 113.09609:6713 115.07542:57749 117.09081:26666 119.0852:2964 142.99673:6429 151.03262:4564 157.12231:53168 160.0235:17984 162.12798:5561 191.14172:6020 192.17642:3293 216.08743:18310 217.33163:2801 233.11159:75516 233.15256:68090 233.20222:71250"	NA	NA
1322	1.39	233.1861	"Unknown"	"72.08098:3448 73.40646:3118 97.31239:2921 99.94269:2581 102.49952:2941 135.46967:3246 136.11235:3614 142.99583:4656 153.09215:4157 160.02263:5746 162.12776:26620 170.11763:215963 173.47412:2701 188.1281:41599 188.14316:5440 190.15921:6119 191.15469:18418 192.17377:6195 204.16077:3279 216.0849:21511 218.22304:5660 219.91093:3027 233.20171:146515"	NA	NA
1323	9.03	234.0758	"Unknown"	"56.46931:1822 65.3187:2118 87.42892:2051 140.83112:2332 220.05124:2948 234.07585:66073 234.22263:15841"	NA	NA
1331	6.64	235.1293	"Unknown"	"52.40654:2015 53.85757:2144 54.76279:1873 70.83194:2062 72.08084:64072 86.51463:2052 97.01182:37017 98.01823:26127 136.07567:114279 189.10144:27150 190.10738:18826 200.35733:2230 217.09676:46307 217.11983:4007 218.10306:27016 235.12921:440108"	NA	NA
1336	7.46	236.0717	"Cys-Asn"	"118.57134:2415 119.81365:2502 140.99992:3682 168.08185:9980 218.04492:5160 218.06596:3207 219.04742:36346 236.07153:122015"	NA	NA
1337	8.16	236.0718	"Unknown"	"51.54934:2180 58.06528:2701 63.61564:2032 93.30396:2382 103.17442:2033 141.00058:3719 175.63327:1881 206.11105:12541 219.02588:3261 219.04779:58369 219.30675:3933 236.07158:13898 236.16438:2377 236.21068:3285"	NA	NA
1346	8.64	238.0451	"Unknown"	"52.81558:2165 52.89178:1945 55.79699:2335 56.27551:2073 56.36861:2106 77.27744:2056 78.83904:2069 98.25642:2258 115.03663:3011 130.09691:2341 138.33058:2975 145.99802:15379 176.97914:2827 176.99239:182332 195.00299:1392789 220.03477:12525 238.04518:368641 238.10541:7825 238.22083:2373"	"2235"	"5"
1350	1.16	238.2011	"Unknown"	"52.47676:2184 57.0339:2174 57.2907:2061 59.04938:72536 60.05282:8081 72.08076:3906 73.21471:1980 81.58414:2429 103.07554:2268 104.07868:7767 117.09099:48124 128.53114:2254 167.15504:15049 175.13353:4689 180.10155:3436 193.14319:39433 220.13438:10860 221.15343:4382 238.14545:4507 238.17883:9985 238.20142:3158 238.22783:16102"	NA	NA
1354	1.52	239.1489	"Unknown"	"62.75003:3395 68.14503:3702 71.74375:3604 72.08118:4506 79.3002:3883 82.22232:4321 87.04411:15763 89.05971:1614101 90.99226:3388 107.07035:40372 123.07993:6213 130.08647:16118 133.08592:922542 151.09659:78495 177.11227:110295 195.12286:61999 217.69385:5373 222.19785:3831 239.14908:281751 239.21068:105414"	"2228"	"3"
1355	1.33	239.1489	"Pentaethylene glycol"	"64.5703:15471 73.06485:91465 87.044:270467 89.0597:19326262 91.07518:32367 91.54125:17864 107.0703:402598 130.08678:122674 130.09636:16257 131.06963:19256 133.08589:10574403 133.7715:17234 151.0966:912674 177.11215:1333437 195.12279:714592 195.1382:16205 217.6337:68745 221.13858:37392 225.14612:21782 239.149:3279352"	"2228"	"3"
1356	1.65	239.1489	"Unknown"	"52.06346:2241 72.0809:4360 73.06503:2056 87.04417:4007 89.05971:686442 89.38671:2237 96.08109:2824 98.19811:2422 107.07017:22251 123.08029:4236 125.8457:2187 130.08632:10830 133.08591:396121 151.09634:32634 163.07639:2640 177.11214:47840 180.08286:2259 195.12251:21977 196.16827:3200 203.11093:2583 222.19742:2971 239.08986:10305 239.1492:121676 239.21106:104249"	NA	NA
1357	1.05	240.0689	"Unknown"	"59.04943:52077 62.66209:2010 67.05443:3339 69.41519:2262 72.08072:5157 74.52309:2100 77.89307:2031 81.06976:20936 83.08552:3139 87.04423:2394 89.05974:185418 90.01858:3192 95.08561:41887 95.96482:2003 97.10141:2224 103.07539:138206 107.07092:2650 107.08527:4260 109.10104:11238 113.66945:2248 121.10117:15028 125.75304:2030 131.08534:2461 133.08604:8886 134.04369:4629 134.08965:2783 135.11668:3687 145.10098:2821 145.58588:2301 147.10152:37882 152.01654:725360 177.16367:4293 178.09647:2282 187.1487:11370 195.12267:9500 222.15739:2539 223.14964:27165 223.17197:13334 240.06915:73690 240.09471:4407 240.19604:13861"	NA	NA
1362	1.33	240.1805	"Unknown"	"62.54406:11351 63.50452:11126 76.38081:11033 87.04421:14492 89.0597:1417064 90.06305:535206 107.07032:108240 130.08644:10943 133.08591:801742 134.08931:480933 151.09625:97131 152.10008:18409 177.11192:134187 178.11551:83336 195.12273:2972110 196.12653:36749 240.15242:239306 240.18028:55769 240.23315:46913 240.26926:41353"	"2279"	"5"
1363	1.48	240.1805	"Unknown"	"63.83955:1927 66.46072:1834 72.081:2069 72.82983:2462 81.8659:2100 89.05972:71531 90.0631:8265 99.57151:2315 107.07045:7353 127.17872:2435 133.08604:48541 134.08911:2701 148.07529:2200 151.09686:4399 177.11217:12212 195.12279:257644 197.46391:2135 219.72061:3940 240.15416:2690 240.21259:4499 240.23637:3904 240.26888:2600"	"2279"	"5"
1367	9.38	241.1294	"Anserine_[M+H]+_MYYIAHXIVFADCU-QMMMGPOBSA-N"	"50.47824:25057 51.74839:25175 59.06057:35523 70.43978:22862 77.47038:25445 85.97101:26324 89.07068:36005 89.72784:23573 94.54675:26031 95.06046:132904 96.06865:37921 97.07607:46024 109.07607:1438352 124.08702:317855 126.10262:869612 136.08661:40233 150.10213:201868 151.08516:31852 153.06584:522643 156.07677:36255 168.11314:527269 170.09238:2500469 179.12952:229475 180.11316:391521 194.09254:132959 194.46785:24895 197.13994:1142471 212.10291:392588 220.25021:40079 223.11917:113937 224.10304:912336 241.12955:20808596"	"2292"	"5"
1368	7.51	241.1545	"Unknown"	"65.92316:2784 78.1803:2123 78.2763:2095 196.16975:4628 241.15474:1430410"	"2227"	"1"
1370	5.57	241.2035	"Unknown"	"56.98493:1996 57.07016:3013 58.06541:240560 59.06873:3903 61.28991:2358 67.05409:2346 70.3419:2380 81.06995:22445 84.08081:16394 86.9435:2553 89.80437:2386 102.66412:2597 123.11682:79889 124.1207:3149 127.28298:2267 140.14359:20123 142.58842:2414 154.16417:2133 196.17029:2699 241.2037:310015"	NA	NA
1374	3.13	242.0998	"Unknown"	"74.34989:5467 88.00421:5308 90.2309:5492 92.97489:5367 95.19103:5196 98.14538:5353 98.81409:5272 112.03694:261373 129.69748:5243 153.05223:205167 171.06235:13971 172.79648:5798 183.83186:6147 200.11723:5722 205.34825:6365 217.53073:12810 224.0896:233480 238.51419:6228 241.30647:6658 242.09985:5471421 242.28496:13982"	NA	NA
1378	1.7	242.2839	"1-Hexadecylamine"	"67.09656:2308 71.08568:3191 83.97791:2842 85.10085:2581 88.70376:2171 96.00124:1963 112.62309:2242 132.78383:2337 141.27013:2511 195.13252:2697 195.33867:2176 242.28409:1668738"	NA	NA
1380	9.18	242.6419	"Unknown"	"58.06533:17474 59.43007:3270 64.80033:3962 67.05418:15282 70.02875:4067 74.02364:15198 84.08078:62540 85.0648:7501 88.03933:397890 94.89378:3500 99.00764:4634 116.03413:51084 134.04474:239679 134.05627:7761 151.32611:4014 153.59859:7110 153.61247:160992 154.11394:16374 167.11772:21686 176.12331:55443 176.62535:4079 185.12846:352566 185.63026:42439 194.62059:14530 197.64406:106078 198.1458:7927 202.1214:6050 211.12611:7330 217.50577:9740 224.63179:7233 225.12364:9055 233.63646:101701 234.12866:175651 234.63039:29477 240.17067:126501 241.15399:14685 242.64197:1182859"	NA	NA
1382	6.8	243.0604	"Unknown"	"50.78926:2058 59.83263:2159 102.94398:1858 147.73712:2289 153.4424:2371 183.028:19838 185.12222:2650 226.10797:3462 243.06047:341374"	NA	NA
1385	9.35	243.1578	"Unknown"	"50.18299:1842 56.70242:2246 67.61947:2133 69.52274:2010 76.58984:1941 84.03918:2646 84.04451:52754 84.08086:8569 98.98399:3589 101.07104:45932 102.05512:18856 102.27469:2232 109.02847:10368 109.36589:2056 112.7281:2395 130.04985:32651 142.08629:2787 147.07643:20704 155.1178:5270 170.12297:7633 179.12854:4067 189.13106:17645 189.63249:2436 198.18573:2518 203.12755:3799 211.64154:33687 212.13409:2498 216.21536:10374 216.63416:2873 220.64697:68591 221.14909:8589 225.63934:19679 226.13185:4278 228.17123:12101 234.15285:3368 234.64476:80889 235.14568:10169 242.6413:8637 243.13625:10610 243.15823:153147 243.21841:9866"	"2308"	"4"
1386	4.89	243.1838	"Unknown"	"52.00266:2026 58.0658:2484 66.41763:1795 69.0298:2079 82.58559:2075 85.13513:2160 97.66931:2128 100.0383:2077 104.10703:1495633 116.27673:2717 157.20747:2099 175.98547:2383 226.10912:2610 243.09457:2434 243.18336:5280"	"2278"	"2"
1390	6.62	244.0928	"Cytidine_[M+H]+_UHDGCWIWMRVCDJ-XVFCMESISA-N"	"107.4977:2240 112.05057:882964 137.40784:2379 226.17999:20694 244.09605:2288"	"2330;2342"	"5;6"
1395	0.96	244.1907	"Phencyclidine"	"54.98066:2456 55.0546:16305 57.03362:4439 57.07017:16226 60.19704:2546 61.34558:2465 65.65214:2586 67.0543:39462 69.07012:29615 71.04903:14834 71.08544:16897 77.38441:3093 79.0543:10161 81.0699:122916 83.0855:102165 83.31311:2435 85.02872:4447 85.0648:20853 85.10135:5403 86.05975:3953 87.24593:2462 89.14995:2938 91.05461:5009 93.06994:22458 95.08556:68699 97.06493:26910 97.09454:4790 97.10125:105640 99.04398:3579 99.08037:15893 100.07568:5879 106.88313:2827 107.07787:3510 107.0856:58519 109.10121:15565 111.08051:43011 111.11684:17958 113.05987:5209 114.0629:3608 114.09109:9851 115.07495:3327 117.07064:3322 121.1012:63455 123.08105:8182 123.11672:11944 125.09609:19713 127.07518:4608 128.10669:6577 129.09149:4509 129.43434:2612 131.08557:10650 133.10098:35579 135.11676:10927 139.1116:10682 139.1481:3125 147.11627:11230 149.09602:4396 149.13243:18716 151.11104:5205 163.14815:279310 164.23769:2423 167.10635:13964 167.14259:10677 169.08627:15932 173.13269:52502 180.1748:23463 181.15871:266518 185.08282:3428 191.14319:38349 198.18549:50120 199.1683:5164 200.16512:6477 202.10783:3127 208.17032:2977 209.11725:13885 209.15366:137052 220.67319:3010 226.18027:221976 227.12759:10366 227.16425:52424 227.20267:4120 232.23962:3786 244.16594:4909 244.19072:99206"	"2311"	"3"
1396	1.25	244.1908	"Phencyclidine"	"54.82395:3535 55.05523:2787 57.07015:15450 67.05443:22993 69.06985:17457 71.04919:12169 71.08549:14912 79.05427:5319 81.06993:85866 83.08556:73584 84.08061:3116 85.0647:15280 85.10114:3451 86.05992:5774 86.09681:3053 88.86419:2698 93.06971:14877 95.08557:65346 96.0807:3469 97.06472:25724 97.10123:48452 99.08031:5810 100.07603:19890 107.08559:57645 109.10106:16579 110.09644:10694 111.08068:31473 114.09114:27876 117.06931:3833 121.10129:45599 123.1167:17742 124.1121:24822 125.09578:17200 128.10686:17395 131.08554:11228 135.11639:17197 138.12839:19624 139.1115:4118 139.14825:11244 142.12263:11802 149.13281:11558 163.14812:289618 173.13254:88475 180.17471:468529 181.15868:170308 185.08366:3621 190.15852:25597 191.1432:35136 198.1853:219382 208.1696:126258 209.15385:33376 222.08948:3659 226.18019:4911583 227.16374:81895 230.38266:3313 243.84468:3710 244.19054:24188"	"2312;2322;2478"	"3;4;15"
1397	6.94	244.2219	"Unknown"	"58.06575:2475 68.08163:2410 107.96661:4079 118.08624:648652 127.14274:669141 135.12009:4674 141.15833:4268 152.37526:2081 176.06551:2751 186.1286:67684 214.63617:14399 226.06892:4436 226.18027:10585 244.07916:66999 244.22122:59368"	"2281;2393"	"1;10"
1398	1.69	244.2271	"Unknown"	"56.04953:4684 57.07:3469 57.14182:1934 58.06552:3171 59.02142:2500 61.63348:2157 62.0604:2690 62.93617:2221 71.08551:2664 72.47908:2138 75.04401:23475 84.13688:1909 86.05984:3594 87.06775:12700 100.07565:253647 104.0705:13228 105.35372:2521 122.68197:2396 163.14769:3240 180.1754:3114 181.15732:4969 219.51907:2480 226.17993:41202 226.21672:29385 244.22713:1944172"	NA	NA
1401	9.78	245.0563	"Unknown"	"52.89541:4360 56.8264:3513 74.02367:151481 76.01864:18898 76.45965:3817 76.86168:4327 77.9764:4059 78.82717:3756 86.94765:3920 90.05183:25885 122.02396:623605 124.03955:140799 124.04988:4588 125.04592:158842 126.05213:161856 138.98521:17030 139.05028:20426 144.35623:4250 153.99599:1554027 156.01155:209742 179.28116:4406 180.01147:4736 181.01755:22896 182.02434:24581 197.03873:4572 198.04445:58552 199.05074:184817 202.7115:3951 210.01949:5341 216.34964:16434 228.02907:23136 245.05632:1136244"	NA	NA
